FMID,MarketName,Website,street,city,County,State,zip,x,y
1006067,Taylor Farmers' Market,http://www.pleinairtaylor.com/farmers.html,1 Town Square Lane,Taylor,Lafayette,Mississippi,38673,-89.5884,34.2726
1007214,Taylor Town Square Farmers Market,,Town Square,Taylor,Jackson County,Wisconsin,,-91.1223,44.3242
1006708,Taylorsville Farmers Market Inc.,http://www.ces.ca.uky.edu/spencer/FarmersMarket,95 Main Street,Taylorsville,Spencer,Kentucky,40071,-85.3462,38.0307
1006709,Taylorsville Farmers Market Inc.,http://www.ces.ca.uky.edu/spencer/FarmersMarket,"Hwy 155, in front of BP Station",Elk Creek,Spencer,Kentucky,40071,-85.3672,38.0989
1001642,Taylorville Main Street - Farmer's Market,http://www.downtowntaylorville.com,"Downtown Taylorville, East side of Square",Taylorville,Christian,Illinois,62568,-89.295266,39.548447
1001765,Tazewell Farmers Market,,106 Gratton Rd,Tazewell,Tazewell,Virginia,24651,-81.48488,37.12467
1007045,TCC North Tulsa Farmers Market,,"TCC Northeast Campus 3727 East Apache,",Tulsa,Tulsa County,Oklahoma,,-95.9366,36.1934
1002598,TD Saturday Market,http://www.saturdaymarketlive.com,S. Main St,Greenville,Greenville,South Carolina,29601,-82.39973,34.84917
1002735,Teche Area Farmers Market,http://www.cityofnewiberia.com,Historic Main Street in downtown New Iberia (Bouligny Plaza),New Iberia,Iberia,Louisiana,70560,-91.818349,30.006623
20329,Tecumseh Farmers Market,,805 E Maumee St.,Tecumseh,,Michigan,49286,-83.9398,41.9937
1006120,Tecumseh's Thursday Evening Market,,Corner of Evans St. & Chicago Blvd,Tecumseh,Lenawee,Michigan,49286,-83.9451,42.004
1002167,Tehachapi CFM,,Green and S. Robinson Street,Tehachapi,Kern,California,93561,-118.447,35.131
1007414,Tell City Farmers Market I,,Twilight Towers,Tell City,Perry,Indiana,,-86.767077,37.965093
1003982,Telluride Farmers' Market,http://www.thetelluridefarmersmarket.com,South Oak St,Telluride,San Miguel,Colorado,81435,-107.813086,37.936843
1007354,Temescal Farmers' Market,http://www.urbanvillageonline.com,5300 Claremont Avenue,Oakland,Alameda,California,94618,-122.2603683,37.8394875
1001472,Temple City CFM,,9701 Las Tunas Dr.,Temple City,Los Angeles,California,91780,-118.057863,34.10769
1005666,Temple Farmers Market,,Route 45,Temple,Hillsborough,New Hampshire,3084,-71.8455,42.8098
1007771,Templeton CFM,http://www.northcountyfarmersmarkets.com,6th St. & Crocker,Templeton,San Luis Obispo,California,93446,-120.707,35.5491
20330,Templeton Farmers Market,http://www.northcountyfarmersmarkets.com/,6th & Crocker Streets,Templeton,,Calafornia,93465,-120.707,35.5488
1002805,Tenino Farmers Market,http://www.teninofarmersmarket.org,301 Old Highway 99 North,Tenino,Thurston,Washington,98589,-122.849146,46.861889
1004739,Tenley Town Farmers Market @ Whole Foods Market,http://www.wholefoodsmarket.com/stores/calendars/TEN.html,"4530 40th Street, NW",Washington,District of Columbia,District of Columbia,20016,-77.0792,38.9489
1004179,Tenth Street Community Farmers' Market,,"Moore Pavilion corner of 10th & Poplar, downtown Lamar MO",Lamar,Barton,Missouri,64759,-94.2746,37.4956
1004085,Terra Alta Farmers Market,http://www.wvfarmers.org/memberpages/gardenfreshfarmersmarket.html,Terra Alta Community Park,Terr Alta,,West Virginia,26764,-80.5429,37.8696
1001625,Teton Valley Farmers Market,,60 So. Main St.,Driggs,Teton,Idaho,83422,-111.1110771,43.7232239
1000016,"Texarkana, Texas Farmers' Market",http://www.localharvest.org/texarkana-texas-farmers-market-M38382,305 Texas Boulevard,Texarkana,Bowie,Texas,75501,-94.045817,33.421527
1000274,Texas Township Farmers' Market,http://www.texastownship.org/farmers-market,7110 West Q Avenue,Kalamazoo,Kalamazoo,Michigan,49009,-85.687999,42.201092
1001864,The All Natural & Organic Edibles,,19833 Morris Rd,Harlingen,Cameron,Texas,78552,-97.70472,26.154745
1008163,The Allendale Farmers Market,http://www.allendalechamber.com,West Allendale Ave.,Allendale borough,Bergen,New Jersey,7401,-74.130855,41.031083
1008745,The Bad Seed Farmers Market - Winter Market,http://www.badseedkc.com,1909 McGee,Kansas City,Jackson,Missouri,64108,-94.580238,39.089938
1006758,The Bala Cynwyd Farmers Market,http://www.balacynwydfarmersmarket.weebly.com/,Belmont Ave & St Asaphs Rd,Bala Cynwyd,Montgomery,Pennsylvania,19004,-75.221586,40.005511
1002878,The Bernice Garden Farmers' Market,,1401 Main St.,Little Rock,Pulaski,Arkansas,72202,-92.272565,34.7350179
1000996,The Bet on the Farm Farmers Market,http://www.betonthefarm.com,333 south valley view blvd,Las Vegas,Clark,Nevada,89107,-115.191801,36.170092
1000574,The BLVD Farmers' Market,http://www.cityoflancasterca.org/farmersmarket,706 W. Lancaster Blvd.,Lancaster,Los Angeles,California,93534,-118.1422385,34.6977582
1008285,The Boise Farmers Market,http://www.theboisefarmersmarket.com,1080 W. Front Street,Boise,Ada,Idaho,83701,-116.207858,43.615943
1008878,The Boise Farmers Market,http://www.theboisefarmersmarket.com,10th & Grove St.,Boise,Ada,Idaho,83701,-116.207559,43.615684
1000019,The Boyertown Farmers Market,http://www.boyertownpa.org,100 S. Walnut Street,Boyertown,Berks,Pennsylvania,19512,-75.6399,40.33222
1003466,The Brandermill Green Market,,3001 E. Boundry Terrace,Midlothian,,Virginia,23112,-77.6469,37.4492
1005799,The Broadway Market,http://www.broadwaymarket.org,999 Broadway St.,Buffalo,Erie,New York,14212,-78.8373,42.8933
1000480,The Carolina Apartments-Seeds of Hope,,"3201 Meadowlard Dr., , SC",Columbia,Richland,South Carolina,29201,-80.999,34.037
1004110,The Carrousel District Farmers' Market,http://www.downtownmansfield.com/index.php/uplift/farmers-market.html,West 4th Street & North Main Street,Mansfield,Richland,Ohio,44902,-82.51588,40.76101
1004001,The Carytown Farmers Market,http://www.carytownmarket.com,3201 West Cary Street,Richmond,Richmond City,Virginia,23221,-77.482787,37.55355
1003799,The Central Ozarks Farmers & Artisans Market,,100 N. Main St.,Harrison,Boone,Arkansas,72601,-93.108401,36.230012
1002172,The Children's Center Farmers Market,,6800 Northwest 39th Expressway,Bethany,Oklahoma,Oklahoma,73008,-97.6325,35.5121
1006537,The Clarksville Downtown Market,http://www.clarksvilledowntownmarket.com,One Public Square,Clarksville,Montgomery,Tennessee,37040,-87.3612089,36.5271889
1003140,The Coit Road Farmers Market,http://www.coitmarket.org,15000 Woodworth Rd,East Cleveland,Cuyahoga,Ohio,44110,-81.578199,41.545129
1001841,The Commons at Washington Park Farmers Marekt,http://www.Commonscommunity.org,Washinton & James St.,Newark,Essex,New Jersey,,-74.1708,40.7435
1000229,The Convivium,http://www.facebook.com/pages/The-Convivium/361569286162,State Rd 1,Leo,Allen,Indiana,46765,-85.007583,41.229217
1006313,The Cornerstone Market,http://www.tcminc.org;www.healthylives.org,1095 Allen Road,Greenville,Pitt,North Carolina,27834,-77.4243,35.5589
1008041,The Cumming Harvest,http://www.cumming.locallygrown.net,"106 Colony Park Drive, Suite 100",Cumming,Forsyth,Georgia,30040,-84.134755,34.192134
1003818,The Dalles Farmers' Market,http://www.thedallesfarmersmarket.com,Union Street,The Dalles,Wasco,Oregon,97058,-121.18687,45.599867
1008326,The Davidson Farmers Market,http://www.davidsonfarmersmarket.org,Main Street,Davidson,Mecklenburg,North Carolina,28036,-80.849455,35.498685
1001009,The Decatur Farmers Market,http://www.decaturfarmersmarket.com,Bullard Road,Decatur,DeKalb,Georgia,30030,-84.2953,33.7769
1001010,The Decatur Farmers Market,http://www.decaturfarmersmarket.com,,Decatur,DeKalb,Georgia,30030,-84.2969,33.7728
20331,The Dirty Farmers Community Market,http://www.thedirtyfarmerscommunitymarket.org/,794 Hwy 65 B,Clinton,,Arkansas,72031,-92.4595,35.6163
1007553,The Dixie Farmers Market,,116 Commonwealth Avenue,Erlanger,Kenton,Kentucky,41018,-84.6013,39.0184
1005334,The Dorset Farmers Market,http://www.dorsetfarmersmarket.com,Rt. 30,Dorset,Bennington,Vermont,5251,-73.0921,43.2472
1005335,The Dorset Farmers Market,http://www.dorsetfarmersmarket.com,Rt. 30,Dorset,Bennington,Vermont,5251,-73.0784,43.2318
1000863,The Downtown Farmers' Market - Greencastle,,Downtown Square,Greencastle,Putnam,Indiana,46135,-86.864562,39.644726
1008073,The Downtown Mansfield Farmers Market,http://www.downtownmansfield.com/index.php/uplift/farmers-market.html,N. Park St,Mansfield,Richland,Ohio,44902,-82.515486,40.759071
1003965,The Downtown Market,,204 East Georgetown Street,Crystal Springs,Copiah,Mississippi,39059,-90.3562,31.9871
1003881,The Evening Farmers Market,http://www.theeveningfarmersmarket.com,"Pecan Park, Center and Water Streets",Statesville,Iredell,North Carolina,28677,-80.88905,35.78607
1006870,THE FARM,http://www.thelasvegasfarm.com,7222 W. Grand Teton Drive,Las Vegas,Clark,Nevada,89131,-115.251405,36.305334
1000166,The Farmer's Market of Keene,,,Keene,Cheshire,New Hampshire,3431,-72.3416,42.931
1000328,The Farmers Market @ St. Stephen's,http://www.saintstephensrichmond.net/farmersmarket,6000 Grove Avenue,Richmond,Richmond City,Virginia,23226,-77.5221,37.5733
1006241,"The Farmers Market Association of Taylor County, Inc",,"Highway 210, Animal Shelter Road, Campbellsville",Campbellsville,Taylor,Kentucky,42718,-85.377,37.3513
1002783,The Farmers Market at Attleboro Farms,http://www.attleborofarms.com,"491 Hickory Rd., Rt. 120",North Attleboro,Bristol,Massachusetts,2760,-71.37045556,41.96785
1003644,The Farmers Market at Clear Lake Shores,http://www.farmersmarketatcls.com,1020 Marina Bay Drive,Clear Lake Shores,Galveston,Texas,77565,-95.03278,29.54096
1008234,The Farmers Market at East Tennessee State University,http://www.thefarmersmarketatetsu.wordpress.com,807 University Parkway,Johnson City,Washington,Tennessee,37614,-82.367165,36.302551
1003853,The Farmers Market at Elverson,http://www.Thefarmersmarketatelverson.com,Rt. 82 Chestnut Street,Elverson,Chester,Pennsylvania,19520,-75.8354802,40.1533298
1006432,The Farmers Market at Hohenwald,,Lewis County Courthouse Square,Hohenwald,Lewis,Tennessee,38462,-87.5519,35.5496
1005764,The Farmers Market at Maryland,http://www.farmersmarket.umd.edu,1132 Cole Student Activities Bldg,College Park,Prince George's,Maryland,20742,-76.9464,38.9874
1008367,The Farmers Market at Oakcrest Cove - Wednesday,http://www.thesandwichbazaar.com,34 Quaker Meeting House Rd,Sandwich,Barnstable,Massachusetts,2563,-70.491574,41.697457
1003392,The Farmers Market at the Great Park,http://www.orange.cfbf.com/,The Great Park,Irvine,Orange,California,92618,-117.7490656,33.665242
1008717,The Farmers Market at the shoppes at La Posada,,665 South Park Centre Ave.,Green Valley,,Arizona,85614,,
1008136,The Farmers Market of Olympia,http://www.olympiafarmersmarket.com,700 Capital Way North,Olympia,Thurston,Washington,98501,-122.902413,47.050554
1000826,The Farmers' Market at Sea Colony,,Route 1 and West Way,Bethany Beach,Sussex,Delaware,19930,-75.0563605,38.5269216
1004892,The Feed Barn Farmers Market,,9257 Cincinnati Dayton Rd.,West Chester,Butler,Ohio,45069,-84.4111,39.3212
1007860,The Fresh Market Burlingame (2),,Capuchino Avenue at Broadway,Burlingame,San Mateo County,California,,-122.365,37.5852
1002090,The Fresh Vegetable Market,,810 FM 168,OLTON,Lamb,Texas,79064,-102.133327,34.207401
1006158,The Ga Farmers Market at The Village at Harmony Crossing,http://www.vharmonycrossing.com/news/farmers-market-returns-harmony-crossing,Harmony Crossing,Eatonton,Putnam,Georgia,31024,-83.268173,33.423574
1003154,The Garden Barn Farmers Market,,South Shady Street,Mountain City,Johnson,Tennessee,37683,-81.7984,36.4522
1003482,The Garden Market at the Courthouse Park,,1800 Tulare Street,Fresno,Fresno,California,93721,-119.7916513,36.7321196
1000336,The Garden Patch,http://www.lsuagcenter.com,8592 Hwy 1,Mansura,Avoyelles,Louisiana,71350,-92.0441339,31.0651622
1003374,The Gardeners Market,,North side of Courthouse Square on 10th Street,Emmetsburg,Palo Alto,Iowa,50536,-94.6787,43.111
1003529,The Great Sidney Farmers Market,http://www.downtownsidney.com,101 S. Ohio Avenue - Floor 2,Sidney,Shelby,Ohio,45365,-84.1568,40.2854
1004722,The Green Market at Allegiance Health,http://www.localharvest.org/,1201 East Michigan Avenue,Jackson,Jackson,Michigan,49201,-84.38926,42.24996
1003597,The Green Market of Jackson,,Corner of State St. and Michigan Ave,Jackson,Jackson,Michigan,49201,-84.3958,42.2497
1005626,The Green Market on Market St.,http://www.nw-green.org,Jameson Lot: Market St.,New Wilmington,Lawrence,Pennsylvania,16142,-80.3324,41.1184
1003842,The Green Marketplace,http://www.naturewiseplants.com,,Cocoa,Brevard,Florida,32926,-80.758167,28.42951
1002310,THE GREENE STREET MARKET AT NATIVITY,http://www.greenestreetmarket.com,208 EUSTIS AVE. & GREENE STREET,HUNTSVILLE,Madison,Alabama,35801,-86.583226,34.73064
1001776,The Greensboro Farmers Market,http://www.thegreensborofarmersmarket.com,Intersection of HWY 14 & 61,Greensboro,Hale,Alabama,36744,-87.579575,32.699164
1004338,The Grenada Farmers' Market,http://www.grenadacf.org,Grenada Square Shopping Center on Sunset Drive,Grenada,Grenada,Mississippi,38901,-89.821987,33.774135
1001297,The GROVE Farmer's Market,,"1879 Glenwood Ave, SE",Atlanta,DeKalb,Georgia,30016,-84.325641,33.738869
1001964,The Grove South Reno Farmers Market,http://www.mckenzie-properties.com,95 Foothill Road,Reno,Washoe,Nevada,,-119.77046,39.438977
1004474,The Harvard Farmers' Market,http://www.harvardfarmersmarket.org,27 Mass Ave @ Hildreth Elementary School,Harvard,Worcester,Massachusetts,1451,-71.582644,42.497226
1007289,The Heights Community Farmers' Market,http://www.bronxworks.org,University Avenue & West 181st Street,Bronx,Bronx,New York,10453,-73.909578,40.856993
1008738,The Herb Chalet,http://www.agrimissouri.com/mo-grown/grodetail.php?type=mo-grown&ID=458,409 Amelia Avenue,Lexington,Lafayette,Missouri,64067,-93.876145,39.180452
1006961,The Herbal Path Community Marketplace,,835 Central Avenue,Dover,,New Hampshire,,-71.5778,43.6852
1003683,The Heritage Harvest Certified Farmers Market,http://www.heritagefarmersmarket.blogspot.com,10570 Foothill Boulevard CA,Rancho Cucamonga,San Bernardino,California,91730,-117.569965,34.107185
1003684,The Heritage Harvest Certified Farmers Market,http://www.heritagefarmersmarket.blogspot.com,12505 N Main St 91739,Rancho Cucamonga,San Bernardino,California,91739,-117.532318,34.110872
1003685,The Heritage Harvest Certified Farmers Market,http://www.heritagefarmersmarket.blogspot.com,621 West Poplar Street,Compton,Los Angeles,California,90220,-118.2344789,33.9000094
1002260,The Highland Farmers Market,,94 North Main Street,Highland,Erie,New York,14080,-78.5425,42.6419
1003788,The Historic Langdale Mill Farmers Market,,6000 20th Avenue (Hwy 29),Valley,Chambers,Alabama,36854,-85.16991,32.80821
1000937,The Historic McKinney Farmers Market at Adriatica,http://www.mckinneyfarmersmarket.com,6851 Virginia Pkway,McKinney,Collin,Texas,75070,-96.7078049,33.198278
1003430,The Historic Roanoke City Market,http://www.downtownroanoke.org/city-market,213 Market Street,Roanoke,Roanoke,Virginia,24011,-79.9391,37.2717
1003925,The Jacksonville Landing Farmers Market,http://www.globalgreenup.com,2 West Independent Drive,Jacksonville,Duval,Florida,32259,-81.6596,30.325
1005085,The La Porte Farmers Market,http://www.cityoflaporte.com,"Lincolnway and Monroe Street, Downtown LaPorte",LaPorte,LaPorte,Indiana,46350,-86.710625,41.611079
1006315,The Land of Goshen Community Market,http://www.goshenmarket.org,"Downtown Edwardsville, on St. Louis Street",Edwardsville,Madison,Illinois,62025,-89.9574,38.8123
1003379,The Lexington Farmers' Market,http://www.lexingtonfarmersmarket.com,398 Southland Drive,Lexington,Fayette,Kentucky,40503,-84.526223,38.017474
1008427,The Lexington Farmers' Market,http://www.lexingtonfarmersmarket.com,201 W Main St.,"Lexington, KY",Fayette,Kentucky,40507,-84.498121,38.047972
1008433,The Lexington Farmers' Market,http://www.lexingtonfarmersmarket.com,398 South Broadway,Lexington,Fayette,Kentucky,40508,-84.504132,38.046123
1008473,The Little Barn Bulk Foods Market,,17937 State Route 3,Watertown,Jefferson,New York,13601,-75.97402,43.971766
1005416,The Local Farmers Market of Cairo,,203 W Hwy 2,Cairo,Hall,Nebraska,68824,-98.6045866,41.0012149
1006700,The Loris Farrmers Market,,"Main street, adjacent to railroad tracks",Loris,Horry,South Carolina,29569,-79.0468,33.8343
1003075,The Main Event and Farmers' Market,http://www.puebloharp.com/#/,Historic Arkansas Riverwalk,Pueblo,Pueblo,Colorado,,-104.61,38.268
1006633,The Mall at Greece Ridge Farmers Market,http://www.greeceridgecenter.com,"Ridge Road West & Long Pond Rd, Sears Lot",Greece,Monroe,New York,,-77.6959,43.21
1006896,The Mall at Shelter Cove,,THighway 278 & 24 Shelter Cove Land,Hilton Head,Beaufort,South Carolina,29928,-80.7197,32.1861
1005336,The Manchester Farmers Market,http://www.manchesterfarmers.org,"Adams' Park, RT. 7A",Manchester Center,Bennington,Vermont,5255,-73.05288,43.1775
1003108,The Market (sponsored by the Twin Lakes Area Chamber and Business Association),http://www.twinlakeschamber.com/themarket.html,E Main St and Lake Ave,Twin Lakes,Kenosha,Wisconsin,53181,-88.2486267,42.5321874
20332,The Market @ Artisans Cove,,220 Old Highway 431S,Huntsville,,Alabama,35763,-86.478,34.6599
1005683,The Market @ Saint Monica's,http://www.st-monicas.org,699 South Highway 95-A,Cantonment,Escambia,Florida,32533,-87.309144,30.594183
1004334,The Market at 6000 Goodlette,http://www.nnumc.org/ministries/atmarket/farmersmarket.htm,6000 Goodlette Road,Naples,Collier,Florida,,-81.7917,26.2147
1001959,The Market at Bel Mar,http://www.coloradooutdoormarkets.com,Alaska Drive & Teller Street,Lakewood,Jefferson,Colorado,,-105.078,39.7092
1001209,The Market at Belmar,http://www.belmarcolorado.com,S. Wadsworth St. & W. Alameda St.,Lakewood,,Colorado,,-105.082,39.711
1004753,The Market at Bissel Gardens,,E. 241st St. & Baychester Ave.,Bronx,Bronx,New York,10466,-73.8469,40.900555
1008419,The Market at Inman Farms,http://www.inmanfarmsyorksc.webs.com,1169 Black Hwy (SC Rt #5),York,York,South Carolina,29745,-81.2585019,35.0051247
1003852,The Market at Missing Mill,http://www.historichertfordinc.org,Missing Mill Park on W. Grubb Street,Hertford,Perquimans,North Carolina,27944,-76.470444,36.190191
1006404,The Market at Pen Park,http://www.charlottesville.org/parksandrec,1400 Pen Park Rd,Charlottesville,Charlottesville,Virginia,22901,-78.4524264,38.0526876
1005975,The Market at Rutland Farms,http://www.rutlandfarms.com,5641 Union Rd.,Tifton,Tift,Georgia,31794,-83.499913,31.344364
1001863,The Market at Sundance Mountain Lodge,http://www.monumentfarmersmarket.com,1865 Woodmoor Dr.,Monument,El Paso,Colorado,,-104.861,39.097
1008742,The Market in the Loop,http://www.themarketintheloop.com,6655 Delmar,University City,St. Louis,Missouri,63130,-90.307147,38.65621
1008728,The Market on Main,http://www.marketonmainky.com,50 Public Square,Somerset,Pulaski,Kentucky,42501,-84.60393,37.091909
1006754,The Market on Strongs,http://www.themarketonstrongs.com,1332 Strongs Avenue,Stevens Point,Portage,Wisconsin,54481,-89.582514,44.522935
1005880,The Market Place,http://www.hilofarmersmarket.com,Across from the Hilo Farmers Market,Hilo,Hawaii,Hawaii,96720,-155.084,19.7231
1000567,The Market Square Farmers' Market,http://www.marketsquarefarmersmarket.org,,Knoxville,Knox,Tennessee,39702,-83.919967,35.964911
1008429,THE MARKETPLACE,,20 South Washington Avenue,Pulaski,Pulaski,Virginia,24301,-80.780028,37.045387
1003738,The Marketplace in Woodrige,,"3001 Bladensburg Road, NE",Washington,District of Columbia,District of Columbia,,-76.959856,38.928445
1008809,"The MarketPlace Somerset, MA",,202 Slades Ferry Ave,Somerset,Bristol,Massachusetts,2726,-71.160158,41.727737
1008318,The Marque Farmers Market,,13550 Heathcote Blvd,Gainesville,Prince William,Virginia,20155,-77.595369,38.803629
20333,The Mason City Market,http://www.localharvest.org/the-mason-city-market-M52990,9 N. Federal Avenue (Central Park),Mason City,,Iowa,50401,-78.826,42.9332
1004531,The Maui's Fresh Produce Farmers' Market,,Queen Kaahumanu Shopping Center (center stage area),Kahului,Maui,Hawaii,,-156.472,20.8887
1001720,The Mid-Week Farmers Market,,"Parking Lot B, Downtown",Ashland,Ashland,Ohio,44805,-82.3205,40.8647
1006069,The Minturn Market,http://www.minturnmarket.org,Historic Downtown Minturn,Minturn,Eagle,Colorado,81645,-106.4315,39.58839
1002782,The Mo' Better Food Market,,7th St. & Mandela Parkway,Oakland,Alameda,California,94607,-122.294,37.805
1008517,The Montalvo House Community Market,http://www.themontalvohouse.org,103 E. Thomas Street,Brackettville,Kinney,Texas,78832,-100.415407,29.313455
20334,The Morris Marketplace,http://www.themorrismarket.org/themorrismarketplace.org/home.html,21 Higbie Rd,Morris,,Connecticut,6763,-73.181,41.6827
1007165,The New Corpus Christi Farmers Market,,11330 Leopard Street,Corpus Christi,Nueces,Texas,78410,-97.5888,27.8475
1005410,The New Dana Point CFM,,Dana Pt. Pacific Coast Hwy & Golden Lantern St.,Dana Point,Orange,California,92629,-117.699022,33.46779
1006013,The New York Botanical Garden Farmers Market,http://www.cenyc.org,Mosholu Pkwy. Gate at Kazimiroff Blvd.(in garden),New York City,Bronx,New York,,-75.8941,43.9733
1006863,The Newburyport Farmers' Market,http://www.thenewburyportfarmersmarket.org,50 Water St,Newburyport,Essex,Massachusetts,10950,-70.866047,42.8106931
1006619,The North East Farmers Market,http://www.lastwordsmith.com,Gibson Park,North East,Erie,Pennsylvania,16128,-79.835102,42.216312
1003823,The Northwood Area Farmers Market,http://www.northwoodfarmersmarket.blogspot.com/,,Northwood,Rockingham,New Hampshire,3261,-71.149328,43.193796
1002645,The NW Regional Food Hub / ShopTheNorthwest.com,http://www.ShopTheNorthwest.com,603 Goethals,Richland,Benton,Washington,99352,-119.280701,46.274121
1000182,The Oakleaf Greenmarket,http://www.thegreenmarkets.com,9700 Argyle Forest Blvd,Jacksonville,Duval,Florida,32244,-81.8335,30.1942
1007334,The Ohio Street Farmers' Market,,1192 Ohio Street,Bangor,Penobscot,Maine,4401,-68.815013,44.828953
20335,The Old Winery Farmers Market,http://www.theoldwinerymarket.com/,31505 Grand River at Orchard Lk Rd.,Farmington,,Michigan,48336,-83.3573,42.4561
1005768,The Olde Farmers Market / Springville,,Mechanic Street,,Erie,New York,,-78.6661,42.5086
1003119,The Olde Ghent Farmers Market,http://www.ghentfarmersmarket.com,2149 Route 66,Ghent,Columbia,New York,12075,-73.6283,42.3193
1004180,The Onancock Market,http://www.onancockmarket.com,Market Street and Ames Street,Onancock,Accomack,Virginia,23417,-75.749976,37.712092
1002101,The Orange Farmers Market,,East river st,Orange,Franklin,Massachusetts,1364,-72.305939,42.586842
1004981,The Orchards Farmers' Market,http://www.tricountyfarmersmarket.com,I-25 & 144th Ave.,Westminister,Adams,Colorado,,-104.992,39.9569
1003196,The Original Farmers Market,,Parking lot of UAW Local 662 109 bypass,Anderson,Anderson,Indiana,46012,-85.6333,40.0906
1003640,The Osage Mercado,http://www.osagemercado.org,1001 Osage Street,Denver,Denver,Colorado,80204,-105.006,39.7328
1003552,The Palmetto Bay Marketplace,http://www.themarketcompany.org,S.W. 174th and 97th Avenue Palmetto Bay,Miami,Miami-Dade,Florida,33157,-80.3487,25.6083
1005960,The Paradise Market,http://www.paradisemarket.org,9000 South 100 West,Paradise,Cache,Utah,84328,-111.835778,41.568349
1003133,The Pass Market,,103 Fleitas Ave.,Pass Christian,Harrison,Mississippi,39571,-89.2393345,30.3169726
1008386,The Petaluma East Side Farmers' Market,http://www.communityfarmersmarkets.com,320 N McDowell Blvd,Petaluma,Sonoma,California,94954,-122.631204,38.252349
1008549,The Porch Farmers' Market at 30th Street Station,http://www.farmtocity.org/FarmersMarkets.asp,"On the Porch, between south side of 30th St. Station and Market St",Philadelphia,Philadelphia,Pennsylvania,19104,-75.182983,39.95535
1000181,The Regency Greenmarket,http://www.thegreenmarkets.com,860 Commerce Center Drive,Jacksonville,Duval,Florida,32225,-81.5501,30.3372
1001457,The Rock Ranch Produce,http://www.therockranch.com,5020 Barnesville Hwy,The Rock,Upson,Georgia,30285,-84.2304,32.9647
20336,The Serbian Sun Market,http://www.localharvest.org/the-serbian-sun-market-M59548,1000 Colliers Way,Weirton,,West Virginia,26062,-80.5351,40.383
20337,the Serenbe Farmers & Artists Market,http://www.serenbefarms.com/food/market,The corner of Serenbe Ln. and Serenbe Way,Chattahoochee Hills,,Georgia,,-84.7631,33.548
1008448,The South Kona Green Market,http://www.skgm.org,82-6188 Mamalahoa Highway,Captain Cook,Hawaii,Hawaii,96704,-155.91101,19.489888
1003964,The South of the James Market,http://www.growrva.com,New Kent Rd and West 42nd Street,Richmond,Richmond City,Virginia,23225,-77.47660698,37.5209206
1003540,The Surfside Marketplace,http://www.themarketcompany.org,95th and Collins Avenue,Miami,Miami-Dade,Florida,33154,-80.1226,25.8853
1005001,"The Tanger Outlets at the Arches Farmers Market in Deer Park, NY",http://www.tangeroutlet.com/deerpark,152 The Arches Circle,Deer Park,Suffolk,New York,11729,-73.304075,40.764592
1000278,The Territory Farmers' Market,,2000 Territory Drive,Galena,Jo Daviess,Illinois,61036,-90.315,42.40476
1005058,THE TIGARD AREA FARMERS MARKET,http://www.tigardfarmersmarket.com,11831 SW PACIFIC HWY,TIGARD,Washington,Oregon,97223,-122.763,45.4348
1004908,The Trenton Farmers Market,http://www.thetrentonfarmersmarket.com,960 Spruce Street,Trenton,Mercer,New Jersey,8648,-74.7515,40.24289
1003577,The Troy Farmer's Market,,Route 6 and Canton St,Troy,Bradford,Pennsylvania,16947,-76.787189,41.786
20338,The Troy Growers Market,http://www.localharvest.org/the-troy-growers-market-M49388,282 River St,Troy,,New York,12189,-73.6905,42.7323
1006917,The University Hospital Auxiliarys Farmers Market,,150 Bergen St.,Newark,Essex,New Jersey,,-74.1924,40.74
20339,The University of Scranton Farmer's Market,http://www.scranton.edu/studentlife/studentaffairs/employee-wellness/index.shtml,159 Cedar Ave.,Scranton,,Pennsylvania,18505,-75.6638,41.4044
1005065,The Villa Rica Farmers Market @ The Mill,,106 Temple Street,Villa Rica,Carroll,Georgia,30180,-84.917227,33.731758
1001866,The Village Farmers Market,,Cottageview Drive,Traverse City,Grand Traverse,Michigan,49684,-85.6448,44.758
1008813,The Villages Farmers Markets,,2726 Brownwood Blvd,The Villages,Sumter,Florida,32162,-82.0037608,28.927019
1005970,The Virginia Beach Farmers Market,http://www.vbgov.com/farmersmarket,3640 Dam Neck Road,Virginia Beach,Virginia Beach,Virginia,23453,-76.09122,36.77684
1000429,The Virginia Grown Farmers Market at the Olde Dominion Agriculture Complex,,19783 US Hwy. 29 South,Chatham,Pittsylvania,Virginia,24531,-79.4034881,36.8655677
1000648,The Warrington Farmers' Market at Valley Square,http://www.shopvalleysquare.com,Route 611 & Street Road,Warrington,Bucks,Pennsylvania,18976,-75.1386,40.2295
1001211,The West River Farmers Market,http://www.westriverfarmersmarket.com,2306 North Main Street.,Londonderry,Windham,Vermont,5148,-72.808105,43.226776
1008152,The Wild Ramp,http://www.wildramp.org/?,210 11th Street Shop 13,Huntington,Cabell,West Virginia,25701,-82.439875,38.423301
1004501,The Wilmington Farmers' Market,,RTS. 9 @ 100,Wilmington,Windham,Vermont,5363,-72.852907,42.859896
1008215,The Windmill Farm,http://www.thewindmill.com,3900 Rt. 14A,Penn Yan,Yates,New York,14527,-77.036,42.576971
1006530,The Windsor Farmers Market I,http://www.thewindsorfarmersmarket.com,250 North 11th Street,Windsor,Weld,Colorado,80528,-104.919,40.4824
